nbhd_id,chittagong,comilla_south,comilla_north,naryanganj_east,narsingdi,dhamrai,bhaluka,gazipur_north,main,x_1,x_2,x_3,x_4,x_5,x_6,y_1,y_2,y_3,y_4,y_5,y_6,cent_long,cent_lat,strata_main,ineligible,main_sample,backup
685,0,0,0,0,0,0,0,1,0,90.367554,90.357727,90.352768,90.357651,90.367485,90.372437,24.202419,24.202381,24.210171,24.217999,24.218037,24.210247,90.362602,24.210209,-996,0,0,
686,0,0,0,0,0,0,0,1,0,90.382271,90.372437,90.367485,90.372368,90.382195,90.387146,24.210283,24.210247,24.218037,24.225864,24.225903,24.218111,90.377319,24.218075,-996,0,0,
687,0,0,0,0,0,0,0,1,0,90.397049,90.387222,90.382271,90.387146,90.39698,90.401932,24.20253,24.202494,24.210283,24.218111,24.218147,24.210358,90.392097,24.210321,-996,0,0,
688,0,0,0,0,0,0,0,1,0,90.411766,90.401932,90.39698,90.401863,90.411697,90.416649,24.210392,24.210358,24.218147,24.225975,24.226011,24.21822,90.406815,24.218184,-996,0,0,
689,0,0,0,0,0,0,0,1,0,90.426544,90.416718,90.411766,90.416649,90.426483,90.431435,24.202635,24.2026,24.210392,24.21822,24.218254,24.210461,90.4216,24.210428,-996,0,0,
690,0,0,0,0,0,0,0,1,0,90.441261,90.431435,90.426483,90.431366,90.4412,90.446152,24.210495,24.210461,24.218254,24.22608,24.226114,24.218321,90.436317,24.218288,-996,0,0,
691,0,0,0,0,0,0,0,1,0,90.456039,90.446213,90.441261,90.446152,90.455978,90.46093,24.202736,24.202702,24.210495,24.218321,24.218353,24.21056,90.451096,24.210529,-996,0,0,
692,0,0,0,0,0,0,0,1,0,90.470764,90.46093,90.455978,90.460869,90.470703,90.475647,24.210592,24.21056,24.218353,24.226179,24.226212,24.218416,90.465813,24.218386,-996,0,0,
693,0,0,0,0,0,0,0,1,0,90.485542,90.475708,90.470764,90.475647,90.485481,90.490425,24.202829,24.202799,24.210592,24.218416,24.218449,24.210653,90.480591,24.210623,-996,0,0,
694,0,0,0,0,0,0,0,1,0,90.500259,90.490425,90.485481,90.490372,90.500206,90.50515,24.210684,24.210653,24.218449,24.226273,24.226301,24.218508,90.495316,24.218479,-996,0,0,
695,0,0,0,0,0,0,0,1,0,90.515038,90.505203,90.500259,90.50515,90.514984,90.51992,24.202917,24.202888,24.210684,24.218508,24.218536,24.210741,90.510094,24.210712,-996,0,0,
696,0,0,0,0,0,0,0,1,0,90.529755,90.51992,90.514984,90.519867,90.529701,90.534645,24.21077,24.210741,24.218536,24.22636,24.226387,24.218592,90.524811,24.218565,-996,0,0,
697,0,0,0,0,0,0,0,1,0,90.352699,90.342865,90.337906,90.342789,90.352623,90.357574,24.225788,24.225748,24.233538,24.241367,24.241407,24.233616,90.34774,24.233578,-996,0,0,
698,0,0,0,0,0,0,0,1,0,90.367485,90.357651,90.352699,90.357574,90.367409,90.372368,24.218037,24.217999,24.225788,24.233616,24.233656,24.225864,90.362534,24.225828,-996,0,1,
699,0,0,0,0,0,0,0,1,0,90.382195,90.372368,90.367409,90.372292,90.382126,90.387077,24.225903,24.225864,24.233656,24.241484,24.24152,24.23373,90.377243,24.233694,-996,0,0,
700,0,0,0,0,0,0,0,1,0,90.39698,90.387146,90.382195,90.387077,90.396912,90.401863,24.218147,24.218111,24.225903,24.23373,24.233767,24.225975,90.392029,24.225939,-996,0,0,
701,0,0,0,0,0,0,0,1,0,90.411697,90.401863,90.396912,90.401794,90.411629,90.41658,24.226011,24.225975,24.233767,24.241594,24.241629,24.233837,90.406746,24.233803,-996,0,0,
702,0,0,0,0,0,0,0,1,0,90.426483,90.416649,90.411697,90.41658,90.426414,90.431366,24.218254,24.21822,24.226011,24.233837,24.233871,24.22608,90.421532,24.226046,-996,0,0,
703,0,0,0,0,0,0,0,1,0,90.4412,90.431366,90.426414,90.431305,90.441139,90.446083,24.226114,24.22608,24.233871,24.241699,24.241732,24.23394,90.436249,24.233906,-996,0,0,
704,0,0,0,0,0,0,0,1,0,90.455978,90.446152,90.4412,90.446083,90.455917,90.460869,24.218353,24.218321,24.226114,24.23394,24.233973,24.226179,90.451035,24.226147,-996,0,0,
705,0,0,0,0,0,0,0,1,0,90.485481,90.475647,90.470703,90.475586,90.48542,90.490372,24.218449,24.218416,24.226212,24.234035,24.234066,24.226273,90.480537,24.226242,-996,0,0,
706,0,0,0,0,0,0,0,1,0,90.500206,90.490372,90.48542,90.490311,90.500145,90.505089,24.226301,24.226273,24.234066,24.24189,24.24192,24.234125,90.495255,24.234097,-996,0,0,
707,0,0,0,0,0,0,0,1,0,90.514984,90.50515,90.500206,90.505089,90.514923,90.519867,24.218536,24.218508,24.226301,24.234125,24.234156,24.22636,90.510033,24.226332,-996,0,0,
708,0,0,0,0,0,0,0,1,0,90.529701,90.519867,90.514923,90.519814,90.529648,90.534592,24.226387,24.22636,24.234156,24.241978,24.242006,24.234211,90.524757,24.234184,-996,0,0,
709,0,0,0,0,0,0,0,1,0,90.544479,90.534645,90.529701,90.534592,90.544426,90.54937,24.218618,24.218592,24.226387,24.234211,24.234238,24.226442,90.539536,24.226416,-996,0,0,
710,0,0,0,0,0,0,0,1,0,90.367409,90.357574,90.352623,90.357506,90.36734,90.372292,24.233656,24.233616,24.241407,24.249235,24.249273,24.241484,90.362457,24.241446,-996,0,0,
711,0,0,0,0,0,0,0,1,0,90.396912,90.387077,90.382126,90.387009,90.396843,90.401794,24.233767,24.23373,24.24152,24.249348,24.249384,24.241594,90.39196,24.241558,-996,0,0,
712,0,0,0,0,0,0,0,1,0,90.411629,90.401794,90.396843,90.401726,90.411568,90.416519,24.241629,24.241594,24.249384,24.257212,24.257248,24.249456,90.406685,24.249422,-996,0,0,
713,0,0,0,0,0,0,0,1,0,90.426414,90.41658,90.411629,90.416519,90.426353,90.431305,24.233871,24.233837,24.241629,24.249456,24.249491,24.241699,90.421471,24.241665,-996,0,0,
714,0,0,0,0,0,0,0,1,0,90.441139,90.431305,90.426353,90.431236,90.441071,90.446022,24.241732,24.241699,24.249491,24.257317,24.257351,24.249557,90.436188,24.249525,-996,0,1,
715,0,0,0,0,0,0,0,1,0,90.455917,90.446083,90.441139,90.446022,90.455856,90.460808,24.233973,24.23394,24.241732,24.249557,24.24959,24.241798,90.450974,24.241766,-996,0,0,
716,0,0,0,0,0,0,0,1,0,90.48542,90.475586,90.470642,90.475533,90.485367,90.490311,24.234066,24.234035,24.241829,24.249655,24.249685,24.24189,90.480476,24.241861,-996,0,0,
717,0,0,0,0,0,0,0,1,0,90.500145,90.490311,90.485367,90.490257,90.500092,90.505035,24.24192,24.24189,24.249685,24.257509,24.25754,24.249744,90.495201,24.249716,-996,0,0,
718,0,0,0,0,0,0,0,1,0,90.514923,90.505089,90.500145,90.505035,90.51487,90.519814,24.234156,24.234125,24.24192,24.249744,24.249773,24.241978,90.509979,24.241951,-996,0,0,
719,0,0,0,0,0,0,0,1,0,90.529648,90.519814,90.51487,90.51976,90.529602,90.534546,24.242006,24.241978,24.249773,24.257597,24.257626,24.24983,90.524704,24.249802,-996,0,0,
720,0,0,0,0,0,0,0,1,0,90.544426,90.534592,90.529648,90.534546,90.54438,90.549324,24.234238,24.234211,24.242006,24.24983,24.249857,24.24206,90.53949,24.242035,-996,0,0,
721,0,0,0,0,0,0,0,1,0,90.382057,90.372223,90.367264,90.372147,90.381989,90.38694,24.257139,24.257101,24.264893,24.27272,24.272757,24.264967,90.377106,24.264931,-996,0,0,
722,0,0,0,0,0,0,0,1,0,90.396843,90.387009,90.382057,90.38694,90.396774,90.401726,24.249384,24.249348,24.257139,24.264967,24.265003,24.257212,90.391891,24.257175,-996,0,0,
723,0,0,0,0,0,0,0,1,0,90.411568,90.401726,90.396774,90.401665,90.411499,90.416451,24.257248,24.257212,24.265003,24.272831,24.272865,24.265074,90.406616,24.265039,-996,0,0,
724,0,0,0,0,0,0,0,1,0,90.426353,90.416519,90.411568,90.416451,90.426285,90.431236,24.249491,24.249456,24.257248,24.265074,24.265108,24.257317,90.421402,24.257282,-996,0,0,
725,0,0,0,0,0,0,0,1,0,90.51487,90.505035,90.500092,90.504982,90.514816,90.51976,24.249773,24.249744,24.25754,24.265364,24.265392,24.257597,90.509926,24.257568,-996,0,0,
726,0,0,0,0,0,0,0,1,0,90.367264,90.35743,90.35247,90.357353,90.367195,90.372147,24.264893,24.264853,24.272642,24.280472,24.28051,24.27272,90.362312,24.272682,-996,0,0,
727,0,0,0,0,0,0,0,1,0,90.381989,90.372147,90.367195,90.372078,90.381912,90.386871,24.272757,24.27272,24.28051,24.288338,24.288376,24.280584,90.377029,24.280548,-996,0,0,
728,0,0,0,0,0,0,0,1,0,90.396774,90.38694,90.381989,90.386871,90.396706,90.401665,24.265003,24.264967,24.272757,24.280584,24.280621,24.272831,90.391823,24.272795,-996,0,0,
729,0,0,0,0,0,0,0,1,0,90.411499,90.401665,90.396706,90.401596,90.41143,90.416382,24.272865,24.272831,24.280621,24.288448,24.288485,24.280693,90.406548,24.280659,-996,0,0,
730,0,0,0,0,0,0,0,1,0,90.426285,90.416451,90.411499,90.416382,90.426224,90.431175,24.265108,24.265074,24.272865,24.280693,24.280727,24.272936,90.421333,24.272902,-996,0,0,
731,0,0,0,0,0,0,0,1,0,90.367195,90.357353,90.352402,90.357285,90.367119,90.372078,24.28051,24.280472,24.288261,24.296089,24.296127,24.288338,90.362236,24.2883,-996,0,0,
732,0,0,0,0,0,0,0,1,0,90.381912,90.372078,90.367119,90.372002,90.381844,90.386803,24.288376,24.288338,24.296127,24.303957,24.303993,24.296204,90.376961,24.296167,-996,0,0,
733,0,0,0,0,0,0,0,1,0,90.396706,90.386871,90.381912,90.386803,90.396637,90.401596,24.280621,24.280584,24.288376,24.296204,24.29624,24.288448,90.391754,24.288412,-996,0,0,
734,0,0,0,0,0,0,0,1,0,90.41143,90.401596,90.396637,90.401527,90.411362,90.416321,24.288485,24.288448,24.29624,24.304068,24.304102,24.29631,90.406479,24.296276,-996,0,0,
735,0,0,0,0,0,0,0,1,0,90.426224,90.416382,90.41143,90.416321,90.426155,90.431107,24.280727,24.280693,24.288485,24.29631,24.296345,24.288553,90.421272,24.288519,-996,0,0,6
736,0,0,0,0,0,0,0,1,0,90.367119,90.357285,90.352325,90.357208,90.36705,90.372002,24.296127,24.296089,24.303879,24.311708,24.311747,24.303957,90.362167,24.303919,-996,0,0,
737,0,0,0,0,0,0,0,1,0,90.381844,90.372002,90.36705,90.371933,90.381775,90.386726,24.303993,24.303957,24.311747,24.319574,24.319613,24.311821,90.376892,24.311785,-996,0,0,
738,0,0,0,0,0,0,0,1,0,90.396637,90.386803,90.381844,90.386726,90.396568,90.401527,24.29624,24.296204,24.303993,24.311821,24.311857,24.304068,90.391685,24.304031,-996,0,0,
739,0,0,0,0,0,0,0,1,0,90.411362,90.401527,90.396568,90.401459,90.411301,90.416252,24.304102,24.304068,24.311857,24.319685,24.319721,24.31193,90.40641,24.311895,-996,0,0,
740,0,0,0,0,0,0,0,1,0,90.426155,90.416321,90.411362,90.416252,90.426094,90.431046,24.296345,24.29631,24.304102,24.31193,24.311964,24.304173,90.421204,24.304138,-996,0,0,
741,0,0,0,0,0,0,0,1,0,90.396568,90.386726,90.381775,90.386658,90.3965,90.401459,24.311857,24.311821,24.319613,24.32744,24.327477,24.319685,90.391617,24.319649,-996,0,0,
742,0,0,0,0,0,0,1,0,0,90.352104,90.342262,90.337296,90.342186,90.352028,90.356987,24.350733,24.350695,24.358482,24.366312,24.366352,24.358562,90.347145,24.358522,-995,0,0,1
743,0,0,0,0,0,0,1,0,0,90.366905,90.357063,90.352104,90.356987,90.366829,90.371788,24.342983,24.342943,24.350733,24.358562,24.358601,24.350811,90.361946,24.350773,-995,0,0,
744,0,0,0,0,0,0,1,0,0,90.38163,90.371788,90.366829,90.371719,90.381561,90.38652,24.350847,24.350811,24.358601,24.366428,24.366467,24.358675,90.376678,24.358639,-995,0,0,
745,0,0,0,0,0,0,1,0,0,90.396431,90.386589,90.38163,90.38652,90.396362,90.401321,24.343094,24.343058,24.350847,24.358675,24.358713,24.350922,90.391479,24.350885,-995,0,0,
746,0,0,0,0,0,0,1,0,0,90.352028,90.342186,90.337219,90.34211,90.351952,90.356911,24.366352,24.366312,24.374102,24.381929,24.381969,24.37418,90.347069,24.374142,-995,0,0,
747,0,0,0,0,0,0,1,0,0,90.366829,90.356987,90.352028,90.356911,90.36676,90.371719,24.358601,24.358562,24.366352,24.37418,24.374218,24.366428,90.36187,24.36639,-995,0,0,
748,0,0,0,0,0,0,1,0,0,90.381561,90.371719,90.36676,90.371643,90.381493,90.386452,24.366467,24.366428,24.374218,24.382046,24.382084,24.374294,90.376602,24.374256,-995,0,0,
749,0,0,0,0,0,0,1,0,0,90.396362,90.38652,90.381561,90.386452,90.396294,90.401253,24.358713,24.358675,24.366467,24.374294,24.374331,24.366539,90.391403,24.366505,-995,0,0,
750,0,0,0,0,0,0,1,0,0,90.411095,90.401253,90.396294,90.401184,90.411026,90.415985,24.366575,24.366539,24.374331,24.382158,24.382193,24.374403,90.406136,24.374367,-995,0,0,
751,0,0,0,0,0,0,1,0,0,90.337219,90.327377,90.322418,90.327301,90.337143,90.34211,24.374102,24.37406,24.381849,24.389679,24.389719,24.381929,90.33226,24.381889,-995,0,0,
752,0,0,0,0,0,0,1,0,0,90.351952,90.34211,90.337143,90.342033,90.351875,90.356842,24.381969,24.381929,24.389719,24.397547,24.397587,24.389797,90.346992,24.389759,-995,0,0,3
753,0,0,0,0,0,0,1,0,0,90.36676,90.356911,90.351952,90.356842,90.366684,90.371643,24.374218,24.37418,24.381969,24.389797,24.389837,24.382046,90.361801,24.38201,-995,0,0,
754,0,0,0,0,0,0,1,0,0,90.381493,90.371643,90.366684,90.371574,90.381416,90.386375,24.382084,24.382046,24.389837,24.397665,24.397703,24.389912,90.376534,24.389875,-995,0,0,
755,0,0,0,0,0,0,1,0,0,90.396294,90.386452,90.381493,90.386375,90.396225,90.401184,24.374331,24.374294,24.382084,24.389912,24.389948,24.382158,90.391335,24.382122,-995,0,0,
756,0,0,0,0,0,0,1,0,0,90.411026,90.401184,90.396225,90.401115,90.410957,90.415916,24.382193,24.382158,24.389948,24.397776,24.397812,24.39002,90.406075,24.389986,-995,0,0,
757,0,0,0,0,0,0,1,0,0,90.351875,90.342033,90.337067,90.341957,90.351807,90.356766,24.397587,24.397547,24.405336,24.413166,24.413204,24.405416,90.346916,24.405376,-995,0,0,
758,0,0,0,0,0,0,1,0,0,90.366684,90.356842,90.351875,90.356766,90.366615,90.371574,24.389837,24.389797,24.397587,24.405416,24.405455,24.397665,90.361725,24.397627,-995,0,0,
759,0,0,0,0,0,0,1,0,0,90.381416,90.371574,90.366615,90.371498,90.381348,90.386307,24.397703,24.397665,24.405455,24.413282,24.413321,24.405529,90.376457,24.405493,-995,0,0,
760,0,0,0,0,0,0,1,0,0,90.396225,90.386375,90.381416,90.386307,90.396156,90.401115,24.389948,24.389912,24.397703,24.405529,24.405567,24.397776,90.391266,24.397739,-995,0,0,
761,0,0,0,0,0,0,1,0,0,90.322258,90.312408,90.307449,90.312332,90.322182,90.327141,24.413084,24.413042,24.42083,24.428661,24.428701,24.420914,90.317291,24.420874,-995,0,0,2
762,0,0,0,0,0,0,1,0,0,90.337067,90.327225,90.322258,90.327141,90.33699,90.341957,24.405336,24.405296,24.413084,24.420914,24.420954,24.413166,90.332108,24.413126,-995,0,0,
763,0,0,0,0,0,0,1,0,0,90.351807,90.341957,90.33699,90.341881,90.35173,90.356689,24.413204,24.413166,24.420954,24.428783,24.428823,24.421034,90.34684,24.420996,-995,0,0,
764,0,0,0,0,0,0,1,0,0,90.366615,90.356766,90.351807,90.356689,90.366539,90.371498,24.405455,24.405416,24.413204,24.421034,24.421072,24.413282,90.361649,24.413244,-995,0,0,
765,0,0,0,0,0,0,1,0,0,90.322182,90.312332,90.307365,90.312248,90.322105,90.327065,24.428701,24.428661,24.436449,24.444279,24.444321,24.436531,90.317215,24.436491,-995,0,0,
766,0,0,0,0,0,0,1,0,0,90.33699,90.327141,90.322182,90.327065,90.336914,90.341881,24.420954,24.420914,24.428701,24.436531,24.436573,24.428783,90.332031,24.428743,-995,0,0,
767,0,0,0,0,0,0,1,0,0,90.35173,90.341881,90.336914,90.341805,90.351654,90.356613,24.428823,24.428783,24.436573,24.444401,24.444441,24.436651,90.346764,24.436613,-995,0,0,
768,0,0,0,0,0,0,1,0,0,90.366539,90.356689,90.35173,90.356613,90.366463,90.371429,24.421072,24.421034,24.428823,24.436651,24.436689,24.4289,90.36158,24.428862,-995,0,0,
769,0,0,0,0,0,0,1,0,0,90.381279,90.371429,90.366463,90.371353,90.381203,90.386169,24.428938,24.4289,24.436689,24.444519,24.444555,24.436766,90.37632,24.436729,-995,0,0,
770,0,0,0,0,0,0,1,0,0,90.307365,90.297516,90.292549,90.297432,90.307289,90.312248,24.436449,24.436405,24.444193,24.452023,24.452066,24.444279,90.302399,24.444237,-995,0,0,
771,0,0,0,0,0,0,1,0,0,90.322105,90.312248,90.307289,90.312172,90.322021,90.326988,24.444321,24.444279,24.452066,24.459896,24.459938,24.452148,90.317139,24.452108,-995,0,0,
772,0,0,0,0,0,0,1,0,0,90.336914,90.327065,90.322105,90.326988,90.336838,90.341805,24.436573,24.436531,24.444321,24.452148,24.45219,24.444401,90.331955,24.444361,-995,0,0,
773,0,0,0,0,0,0,1,0,0,90.351654,90.341805,90.336838,90.341728,90.351578,90.356544,24.444441,24.444401,24.45219,24.460018,24.460058,24.452269,90.346687,24.45223,-995,0,0,
774,0,0,0,0,0,0,1,0,0,90.366463,90.356613,90.351654,90.356544,90.366394,90.371353,24.436689,24.436651,24.444441,24.452269,24.452309,24.444519,90.361504,24.444481,-995,0,0,
775,0,0,0,0,0,0,1,0,0,90.381203,90.371353,90.366394,90.371284,90.381134,90.386093,24.444555,24.444519,24.452309,24.460136,24.460175,24.452383,90.376244,24.452347,-995,0,0,
776,0,0,0,0,0,0,1,0,0,90.322021,90.312172,90.307205,90.312088,90.321945,90.326912,24.459938,24.459896,24.467684,24.475513,24.475555,24.467768,90.317055,24.467726,-995,0,0,
777,0,0,0,0,0,0,1,0,0,90.336838,90.326988,90.322021,90.326912,90.336761,90.341728,24.45219,24.452148,24.459938,24.467768,24.467808,24.460018,90.331879,24.459978,-995,0,0,
778,0,0,0,0,0,0,1,0,0,90.351578,90.341728,90.336761,90.341652,90.351501,90.356468,24.460058,24.460018,24.467808,24.475637,24.475676,24.467888,90.346619,24.467848,-995,0,0,
779,0,0,0,0,0,0,1,0,0,90.366394,90.356544,90.351578,90.356468,90.366318,90.371284,24.452309,24.452269,24.460058,24.467888,24.467926,24.460136,90.361427,24.460098,-995,0,1,
780,0,0,0,0,0,0,1,0,0,90.336761,90.326912,90.321945,90.326836,90.336685,90.341652,24.467808,24.467768,24.475555,24.483385,24.483425,24.475637,90.331795,24.475597,-995,0,0,
346,0,0,0,0,0,1,0,0,0,90.060181,90.050377,90.045418,90.05027,90.060074,90.065033,23.865129,23.865072,23.872852,23.88069,23.880747,23.872967,90.055229,23.872911,-994,0,0,
361,0,0,0,0,0,1,0,0,0,90.030655,90.020844,90.015884,90.020729,90.03054,90.0355,23.880573,23.880514,23.888294,23.896132,23.896193,23.888412,90.025688,23.888353,-994,0,0,1
362,0,0,0,0,0,1,0,0,0,90.045418,90.035614,90.030655,90.0355,90.045311,90.05027,23.872852,23.872795,23.880573,23.888412,23.88847,23.88069,90.040459,23.880632,-994,0,0,
363,0,0,0,0,0,1,0,0,0,90.060074,90.05027,90.045311,90.050156,90.059967,90.064926,23.880747,23.88069,23.88847,23.896309,23.896366,23.888586,90.055115,23.888529,-994,0,0,
364,0,0,0,0,0,1,0,0,0,90.074844,90.065033,90.060074,90.064926,90.074738,90.079689,23.873024,23.872967,23.880747,23.888586,23.888641,23.880861,90.069885,23.880804,-994,0,0,
365,0,0,0,0,0,1,0,0,0,90.0895,90.079689,90.074738,90.07959,90.089394,90.094353,23.880917,23.880861,23.888641,23.896479,23.896534,23.888752,90.084541,23.888699,-994,0,0,
366,0,0,0,0,0,1,0,0,0,90.118927,90.109116,90.104164,90.109016,90.11882,90.123779,23.881079,23.881025,23.888807,23.896643,23.896696,23.888914,90.113968,23.888861,-994,0,0,
385,0,0,0,0,0,1,0,0,0,90.03054,90.020729,90.01577,90.020615,90.030426,90.035393,23.896193,23.896132,23.903912,23.911751,23.91181,23.90403,90.025581,23.903971,-994,0,0,
386,0,0,0,0,0,1,0,0,0,90.045311,90.0355,90.03054,90.035393,90.045197,90.050156,23.88847,23.888412,23.896193,23.90403,23.904089,23.896309,90.040352,23.896252,-994,0,0,
387,0,0,0,0,0,1,0,0,0,90.059967,90.050156,90.045197,90.050049,90.05986,90.064819,23.896366,23.896309,23.904089,23.911926,23.911983,23.904203,90.055008,23.904146,-994,0,0,
388,0,0,0,0,0,1,0,0,0,90.074738,90.064926,90.059967,90.064819,90.074631,90.07959,23.888641,23.888586,23.896366,23.904203,23.904259,23.896479,90.069778,23.896423,-994,0,0,
389,0,0,0,0,0,1,0,0,0,90.089394,90.07959,90.074631,90.079483,90.089294,90.094246,23.896534,23.896479,23.904259,23.912096,23.912151,23.904371,90.084435,23.904316,-994,0,0,
390,0,0,0,0,0,1,0,0,0,90.104164,90.094353,90.089394,90.094246,90.104057,90.109016,23.888807,23.888752,23.896534,23.904371,23.904425,23.896643,90.099205,23.896589,-994,0,0,
391,0,0,0,0,0,1,0,0,0,90.11882,90.109016,90.104057,90.10891,90.118721,90.12368,23.896696,23.896643,23.904425,23.912262,23.912315,23.904533,90.113869,23.90448,-994,0,1,
392,0,0,0,0,0,1,0,0,0,90.133583,90.123779,90.11882,90.12368,90.133484,90.138443,23.888968,23.888914,23.896696,23.904533,23.904585,23.896803,90.128632,23.896749,-994,0,0,
393,0,0,0,0,0,1,0,0,0,90.148247,90.138443,90.133484,90.138344,90.148155,90.153107,23.896854,23.896803,23.904585,23.91242,23.912472,23.904688,90.143295,23.904638,-994,0,0,
413,0,0,0,0,0,1,0,0,0,90.030426,90.020615,90.015656,90.020508,90.030319,90.035278,23.91181,23.911751,23.919529,23.927368,23.927427,23.919647,90.025467,23.91959,-994,0,0,
414,0,0,0,0,0,1,0,0,0,90.045197,90.035393,90.030426,90.035278,90.04509,90.050049,23.904089,23.90403,23.91181,23.919647,23.919706,23.911926,90.040237,23.911869,-994,0,0,
415,0,0,0,0,0,1,0,0,0,90.05986,90.050049,90.04509,90.049942,90.059753,90.064713,23.911983,23.911926,23.919706,23.927544,23.927601,23.919821,90.054901,23.919764,-994,0,0,
416,0,0,0,0,0,1,0,0,0,90.074631,90.064819,90.05986,90.064713,90.074524,90.079483,23.904259,23.904203,23.911983,23.919821,23.919878,23.912096,90.069672,23.912041,-994,0,0,
417,0,0,0,0,0,1,0,0,0,90.089294,90.079483,90.074524,90.079376,90.089188,90.094147,23.912151,23.912096,23.919878,23.927715,23.927771,23.919989,90.084335,23.919933,-994,0,0,
418,0,0,0,0,0,1,0,0,0,90.104057,90.094246,90.089294,90.094147,90.103958,90.10891,23.904425,23.904371,23.912151,23.919989,23.920044,23.912262,90.099098,23.912207,-994,0,0,
419,0,0,0,0,0,1,0,0,0,90.133484,90.12368,90.118721,90.123573,90.133385,90.138344,23.904585,23.904533,23.912315,23.920151,23.920204,23.91242,90.128532,23.912369,-994,0,0,
420,0,0,0,0,0,1,0,0,0,90.148155,90.138344,90.133385,90.138245,90.148056,90.153008,23.912472,23.91242,23.920204,23.928038,23.928091,23.920307,90.143196,23.920256,-994,0,0,
442,0,0,0,0,0,1,0,0,0,90.04509,90.035278,90.030319,90.035164,90.044983,90.049942,23.919706,23.919647,23.927427,23.935265,23.935324,23.927544,90.040131,23.927486,-994,0,0,
443,0,0,0,0,0,1,0,0,0,90.059753,90.049942,90.044983,90.049828,90.059647,90.064606,23.927601,23.927544,23.935324,23.943161,23.94322,23.935438,90.054794,23.935383,-994,0,0,
444,0,0,0,0,0,1,0,0,0,90.074524,90.064713,90.059753,90.064606,90.074417,90.079376,23.919878,23.919821,23.927601,23.935438,23.935495,23.927715,90.069565,23.927658,-994,0,0,
445,0,0,0,0,0,1,0,0,0,90.089188,90.079376,90.074417,90.079269,90.089081,90.09404,23.927771,23.927715,23.935495,23.943333,23.943388,23.935606,90.084229,23.935553,-994,0,0,
446,0,0,0,0,0,1,0,0,0,90.103958,90.094147,90.089188,90.09404,90.103851,90.10881,23.920044,23.919989,23.927771,23.935606,23.935661,23.927879,90.098999,23.927826,-994,0,0,
447,0,0,0,0,0,1,0,0,0,90.118622,90.10881,90.103851,90.108704,90.118523,90.123474,23.927933,23.927879,23.935661,23.943497,23.943552,23.935768,90.113663,23.935717,-994,0,0,
448,0,0,0,0,0,1,0,0,0,90.133385,90.123573,90.118622,90.123474,90.133286,90.138245,23.920204,23.920151,23.927933,23.935768,23.935822,23.928038,90.128433,23.927986,-994,0,0,
449,0,0,0,0,0,1,0,0,0,90.148056,90.138245,90.133286,90.138145,90.147957,90.152908,23.928091,23.928038,23.935822,23.943657,23.943708,23.935925,90.143097,23.935875,-994,0,0,
474,0,0,0,0,0,1,0,0,0,90.103851,90.09404,90.089081,90.093933,90.103752,90.108704,23.935661,23.935606,23.943388,23.951225,23.951279,23.943497,90.098892,23.943443,-994,0,0,3
475,0,0,0,0,0,1,0,0,0,90.118523,90.108704,90.103752,90.108604,90.118416,90.123375,23.943552,23.943497,23.951279,23.959116,23.959169,23.951387,90.113564,23.951334,-994,0,0,2
476,0,0,0,0,0,1,0,0,0,90.133286,90.123474,90.118523,90.123375,90.133186,90.138145,23.935822,23.935768,23.943552,23.951387,23.951439,23.943657,90.128334,23.943605,-994,0,0,
471,0,0,0,0,1,0,0,0,0,90.707291,90.697479,90.692558,90.697449,90.70726,90.712181,23.930016,23.93,23.937801,23.94562,23.945635,23.937834,90.70237,23.937819,-993,0,0,
472,0,0,0,0,1,0,0,0,0,90.722023,90.712212,90.707291,90.712181,90.721992,90.726913,23.92223,23.922215,23.930016,23.937834,23.937849,23.930046,90.717102,23.930033,-993,0,0,2
473,0,0,0,0,1,0,0,0,0,90.736725,90.726913,90.721992,90.726883,90.736694,90.741615,23.930061,23.930046,23.937849,23.945667,23.945681,23.937878,90.731804,23.937864,-993,0,0,
496,0,0,0,0,1,0,0,0,0,90.692558,90.682747,90.677826,90.682716,90.692528,90.697449,23.937801,23.937784,23.945585,23.953403,23.953421,23.94562,90.687637,23.945602,-993,0,0,
497,0,0,0,0,1,0,0,0,0,90.70726,90.697449,90.692528,90.697418,90.70723,90.712151,23.945635,23.94562,23.953421,23.961239,23.961256,23.953453,90.702339,23.953438,-993,0,0,
498,0,0,0,0,1,0,0,0,0,90.721992,90.712181,90.70726,90.712151,90.721962,90.726883,23.937849,23.937834,23.945635,23.953453,23.953468,23.945667,90.717072,23.945652,-993,0,0,
499,0,0,0,0,1,0,0,0,0,90.736694,90.726883,90.721962,90.72686,90.736671,90.741592,23.945681,23.945667,23.953468,23.961287,23.9613,23.953497,90.731773,23.953484,-993,0,0,
500,0,0,0,0,1,0,0,0,0,90.751427,90.741615,90.736694,90.741592,90.751404,90.756325,23.937891,23.937878,23.945681,23.953497,23.953512,23.945707,90.746506,23.945696,-993,0,0,
517,0,0,0,0,1,0,0,0,0,90.692528,90.682716,90.677788,90.682678,90.692497,90.697418,23.953421,23.953403,23.961205,23.969023,23.96904,23.961239,90.687607,23.961222,-993,0,0,
518,0,0,0,0,1,0,0,0,0,90.70723,90.697418,90.692497,90.697388,90.707199,90.71212,23.961256,23.961239,23.96904,23.976858,23.976875,23.969072,90.702309,23.969057,-993,0,0,
